Discord,League,Ballchasing,TRN,Team,Traded,TradeDate,TradedTeam,Active,Alias,Platform,platform_id,alt,alt_platform,alt_platform_id
tjdubya,A,https://ballchasing.com/player/steam/76561198131502482,https://rocketleague.tracker.network/rocket-league/profile/epic/tjdubya21/overview,Powerpuff Girls,N,,,Y,tjdubya21,epic,03ea922a50b84e4688bf741eceed18c8,,,
Firefi6ht,A,https://ballchasing.com/player/epic/ebbb47803eee46db851a8e71e2f2de3c,https://rocketleague.tracker.network/rocket-league/profile/epic/Firefi6ht_RL/overview,Demon Slayer Corp,N,,,Y,Firefi6ht_RL,epic,ebbb47803eee46db851a8e71e2f2de3c,,,
Igniteddrip,A,https://ballchasing.com/player/epic/3b560132323c417c9b9f023e3a525f64,https://rocketleague.tracker.network/rocket-league/profile/epic/IgnitedDrip/overview,IJLSA,N,,,Y,IgnitedDrip,epic,3b560132323c417c9b9f023e3a525f64,,,
Ascended,A,https://ballchasing.com/player/steam/76561198087852643,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198087852643/overview,Black Bulls,N,,,Y,Ascended!,steam,76561198087852643,,,
x0ffe,B,https://ballchasing.com/player/steam/76561198143052139,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198143052139/overview,Powerpuff Girls,N,,,Y,x0ffe,steam,76561198143052139,,,
Stank,B,https://ballchasing.com/player/epic/43096b7d822a46b5bd1c0df78b0886fd,https://rocketleague.tracker.network/rocket-league/profile/epic/Stank%2094/overview,Team Avatar,N,,,Y,,epic,43096b7d822a46b5bd1c0df78b0886fd,,,
Yoky,B,https://ballchasing.com/player/steam/76561198090652388,https://rocketleague.tracker.network/rocket-league/profile/epic/YokyRLM/overview,Demon Slayer Corp,N,,,Y,Boydardi,steam,76561198090652388,,,
Boydardi,B,https://ballchasing.com/player/steam/76561198054329313,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198054329313/overview,Avengers,N,,,Y,,steam,76561198054329313,,,
SCAT,B,https://ballchasing.com/player/steam/76561199077149518,https://rocketleague.tracker.network/rocket-league/profile/epic/SCATHEW%20XD/overview,Anbu Black Ops,N,,,Y,SCATHEW XD,epic,581d99668a69477ba0d52f19c49033ae,,,
Enzo,B,https://ballchasing.com/player/steam/76561198350084596,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198350084596/overview,Umbrella Academy,N,,,Y,Enzo,steam,76561198350084596,,,
stein_rl,B,https://ballchasing.com/player/steam/76561198982448769,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198982448769/overview,Team Avatar,N,,,Y,STEiN 89,steam,76561198982448769,,,
bluegy,B,https://ballchasing.com/player/steam/76561199008394120,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199008394120/overview,Black Bulls,N,,,Y,bluegy,steam,76561199008394120,,,
Fastmadcow,B,https://ballchasing.com/player/steam/76561198027568934,https://rocketleague.tracker.network/rocket-league/profile/epic/Fastmadcow/overview,Demon Slayer Corp,N,,,Y,Fastmadcow,steam,76561198027568934,,,
OmniMurders,B,https://ballchasing.com/player/epic/1ad8bd7ff96b4d46b6e2234f59e73c39,https://rocketleague.tracker.network/rocket-league/profile/epic/OmniMurders/overview,IJLSA,N,,,Y,OmniMurders,epic,1ad8bd7ff96b4d46b6e2234f59e73c39,,,
Chow,B,https://ballchasing.com/player/steam/76561198847052711,https://rocketleague.tracker.network/rocket-league/profile/epic/Chow_Mitch/overview,Anbu Black Ops,N,,,Y,,steam,76561198847052711,,,
Ryan,B,https://ballchasing.com/player/steam/76561198087569630,https://rocketleague.tracker.network/rocket-league/profile/epic/Ryannxddd/overview,Avengers,N,,,Y,Ryan,steam,76561198087569630,,,
TheRyan.,B,https://ballchasing.com/player/epic/c6d46be5eb8942a8aa2a64d0f891f46d,https://rocketleague.tracker.network/rocket-league/profile/epic/TheRyan./overview,Powerpuff Girls,N,,,Y,,epic,c6d46be5eb8942a8aa2a64d0f891f46d,,,
Dray,B,https://ballchasing.com/player/steam/76561198376297098,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198376297098/overview,Black Bulls,N,,,Y,dray,steam,76561198376297098,,,
Shuk,B,https://ballchasing.com/player/steam/76561198093681929,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198093681929/overview,Black Bulls,N,,,Y,"""Shuk""""!""",steam,76561198093681929,,,
Sage.,B,https://ballchasing.com/player/steam/76561198862551114,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198862551114/overview,Umbrella Academy,N,,,Y,Sage.,steam,76561198862551114,,,
BeN Storm,B,https://ballchasing.com/player/steam/76561198114103724,https://rocketleague.tracker.network/rocket-league/profile/epic/BenStormsy/overview,Avengers,N,,,Y,BeN Storm,steam,76561198114103724,,,
NoWalt,B,https://ballchasing.com/player/epic/c3115b2f5aab4f6c9e5ed1e130843481,https://rocketleague.tracker.network/rocket-league/profile/epic/No_Walt/overview,Powerpuff Girls,N,,,Y,No_Walt,epic,c3115b2f5aab4f6c9e5ed1e130843481,,,
Cyph,B,https://ballchasing.com/player/steam/76561198975557942,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198975557942/overview,IJLSA,N,,,Y,Cyph,steam,76561198975557942,,,
Beedi2,B,https://ballchasing.com/player/epic/7519368b90264382bb808ec03ee833c9,https://rocketleague.tracker.network/rocket-league/profile/epic/Beedi2/overview,Umbrella Academy,N,,,Y,Beedi2,epic,7519368b90264382bb808ec03ee833c9,,,
Aladind,B,https://ballchasing.com/player/epic/e189c1486e6f42c880e32075b3d1a93b,https://rocketleague.tracker.network/rocket-league/profile/epic/Exa.RL/overview,IJLSA,N,,,Y,Aladind,steam,76561198089934756,,,
beanz2k,B,https://ballchasing.com/player/steam/76561198225916892,https://rocketleague.tracker.network/rocket-league/profile/epic/beanzs2k/overview,Demon Slayer Corp,N,,,Y,Beanzs2K,epic,7fa3b5b7cbfe4050b784ffea0aa111ba,,,
Gooob,B,https://ballchasing.com/player/epic/e0e45343ee3e4a2c9410721c7252c219,https://rocketleague.tracker.network/rocket-league/profile/epic/Gobsmack./overview,Anbu Black Ops,N,,,Y,Gobsmack.,epic,e0e45343ee3e4a2c9410721c7252c219,,,
EricTheHispanic,B,https://ballchasing.com/player/epic/87dc0df033734202bd8fcbb95926b672,https://rocketleague.tracker.network/rocket-league/profile/epic/EricTheHispanic/overview,Team Avatar,N,,,Y,EricTheHispanic,epic,87dc0df033734202bd8fcbb95926b672,,,
skeeter boys,C,https://ballchasing.com/player/epic/d28c96f6f93644f393139e5c4c353e4d,https://rocketleague.tracker.network/rocket-league/profile/epic/Skeeter%20boys/overview,Team Avatar,N,,,Y,Skeeter boys,epic,d28c96f6f93644f393139e5c4c353e4d,,,
Road_to_bronze,C,https://ballchasing.com/player/epic/170f14950a0a4531aeb69fba47f21270,https://rocketleague.tracker.network/rocket-league/profile/epic/Road_to_bronze_3/overview,Demon Slayer Corp,N,,,Y,Road_to_bronze_3,epic,170f14950a0a4531aeb69fba47f21270,,,
MossyMatt,C,https://ballchasing.com/player/steam/76561198201683267,https://rocketleague.tracker.network/rocket-league/profile/epic/Mossy.exe/overview,Anbu Black Ops,N,,,Y,Mossy.exe,steam,76561198201683267,,,
Itachi,C,https://ballchasing.com/player/steam/76561198237152828,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198237152828/overview,IJLSA,N,,,Y,Itachi,steam,76561198237152828,,,
Alex?,C,https://ballchasing.com/player/steam/76561198210084245,https://rocketleague.tracker.network/rocket-league/profile/epic/NoWeiner/overview,IJLSA,N,,,Y,pnda,steam,76561198210084245,,,
Totra,C,https://ballchasing.com/player/epic/5ac465fd20dc40ca991172c46cea8031,https://rocketleague.tracker.network/rocket-league/profile/epic/nmtotra/overview,Team Avatar,N,,,Y,NMTotra,epic,5ac465fd20dc40ca991172c46cea8031,,,
qFoal,C,https://ballchasing.com/player/steam/76561199064776075,https://rocketleague.tracker.network/rocket-league/profile/epic/qFoal/overview,Anbu Black Ops,N,,,Y,,steam,76561199064776075,,,
AbSpectre,C,https://ballchasing.com/player/epic/daceee6f910f4d6a863fc5a8dc3b18d8,https://rocketleague.tracker.network/rocket-league/profile/epic/AbSpectre/overview,Powerpuff Girls,N,,,Y,AbSpectre,epic,daceee6f910f4d6a863fc5a8dc3b18d8,,,
Ant,C,https://ballchasing.com/player/epic/e3f3bb8290424be18a1cf1863f1e30d6,https://rocketleague.tracker.network/rocket-league/profile/epic/Ay_Ant/overview,Umbrella Academy,N,,,Y,Ay_Ant,epic,e3f3bb8290424be18a1cf1863f1e30d6,,,
SpicyShinobi,C,https://ballchasing.com/player/steam/76561198136200980,https://rocketleague.tracker.network/rocket-league/profile/epic/SpicyShinobi/overview,Demon Slayer Corp,N,,,Y,SpicyShinobi,epic,7a292b6e464b4f41b5ebfaf7639214f5,,,
SquallOwl,C,https://ballchasing.com/player/steam/76561198072504992,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198072504992/overview,Powerpuff Girls,N,,,Y,SquallOwl,steam,76561198072504992,,,
chewy_chungus69,C,https://ballchasing.com/player/steam/76561199423539900,https://rocketleague.tracker.network/rocket-league/profile/epic/chewy_chungus69/overview,Team Avatar,N,,,Y,chewy_chungus69,epic,f3f4cad28eab488bb38e3d6b3cd9d8f0,,,
Abacus,C,https://ballchasing.com/player/steam/76561199067277588,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199067277588/overview,Demon Slayer Corp,N,,,Y,,steam,76561199067277588,,,
Coolnerdgames,C,https://ballchasing.com/player/steam/76561197980726409,https://rocketleague.tracker.network/rocket-league/profile/epic/CoolNerdGames/overview,Umbrella Academy,N,,,Y,CoolNerdGames,steam,76561197980726409,,,
VuDu,C,https://ballchasing.com/player/steam/76561198118521313,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198118521313/overview,Black Bulls,N,,,Y,VuDu,steam,76561198118521313,,,
Hecky,C,https://ballchasing.com/player/epic/e95b570829774e44ad937ee160eb06e4,https://rocketleague.tracker.network/rocket-league/profile/epic/Heckyyy./overview,Black Bulls,N,,,Y,Heckyyy.,epic,e95b570829774e44ad937ee160eb06e4,,,
Orange,C,https://ballchasing.com/player/steam/76561198042998493,https://rocketleague.tracker.network/rocket-league/profile/steam/Jordash1999/overview,IJLSA,N,,,Y,Orange,steam,76561198042998493,,,
CheckPoint : Dunion,C,https://ballchasing.com/player/steam/76561198044125394,https://rocketleague.tracker.network/rocket-league/profile/epic/BattleBusDunion/overview,Powerpuff Girls,N,,,Y,,steam,76561198044125394,,,
Hedmarkers,C,https://ballchasing.com/player/steam/76561198992613779,https://rocketleague.tracker.network/rocket-league/profile/epic/Hedmarkers/overview,Anbu Black Ops,N,,,Y,Hedmarkers,epic,c96392b76e0343c68349d9b2cba52b73,,,
Fatalrl,C,https://ballchasing.com/player/epic/5303e0cb01d842f4bdc82abea925f53c,https://rocketleague.tracker.network/rocket-league/profile/epic/Fatalrl%D0%9A/overview,Black Bulls,N,,,Y,,epic,5303e0cb01d842f4bdc82abea925f53c,,,
Preet,C,https://ballchasing.com/player/steam/76561199061338732,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199061338732/overview,Team Avatar,N,,,Y,,steam,76561199061338732,,,
RequitedZeus,C,https://ballchasing.com/player/epic/bafffec8fe3a419db4749ed9c9f0af70,https://rocketleague.tracker.network/rocket-league/profile/epic/RequitedZeus/overview,Avengers,N,,,Y,RequitedZeus,epic,bafffec8fe3a419db4749ed9c9f0af70,,,
Mercules,C,https://ballchasing.com/player/steam/76561198838756627,https://rocketleague.tracker.network/rocket-league/profile/epic/MerculesMilenial/overview,Avengers,N,,,Y,MerculesMilenial,epic,d9d63c33bd434c8ebbad68c54db2cad7,,,
TweakingOut,C,https://ballchasing.com/player/steam/76561198325326986,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198325326986/overview,Umbrella Academy,N,,,Y,TweakingOut,steam,76561198325326986,,,
Jani _Hellfingers_,C,https://ballchasing.com/player/steam/76561198150647073,https://rocketleague.tracker.network/rocket-league/profile/epic/Hellfinger_/overview,Powerpuff Girls,N,,,Y,helfinger,steam,76561198150647073,,,
FriendlyFennec,C,https://ballchasing.com/player/steam/76561198060066952,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198060066952/overview,Avengers,N,,,Y,FriendlyFennec,steam,76561198060066952,,,
KrakkenV3,C,https://ballchasing.com/player/steam/76561199049649678,https://rocketleague.tracker.network/rocket-league/profile/epic/Krakkenv3/overview,Avengers,N,,,Y,KrakkenV3,steam,76561199049649678,,,
iambrownbread,C,,,Anbu Black Ops,N,,,Y,TheThickHamster,epic,d66f8ac4634b48bca8359c7454685d89,,,
Tslays,C,https://ballchasing.com/player/steam/76561199204171364,https://rocketleague.tracker.network/rocket-league/profile/epic/Tslays2/overview,Demon Slayer Corp,N,,,Y,Tslays2,epic,aa9eeee63d0e43d798db71586a595c7a,,,
bubba_k_,C,https://ballchasing.com/player/epic/7d7ac25e3a9d42a7b41d08d90aeee397,https://rocketleague.tracker.network/rocket-league/profile/epic/Bubba_Lo/overview,IJLSA,N,,,Y,,epic,7d7ac25e3a9d42a7b41d08d90aeee397,,,
Issue,C,https://ballchasing.com/player/steam/76561198160358290,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198160358290/overview,Umbrella Academy,N,,,Y,App Issue,steam,76561198160358290,,,
Pia,C,https://ballchasing.com/player/ps4/pia3sp,https://rocketleague.tracker.network/rocket-league/profile/psn/pia3sp/overview,Black Bulls,N,,,Y,pia3sp,ps4,pia3sp,,,
Vecim,S,https://ballchasing.com/player/steam/76561198419593415,https://rocketleague.tracker.network/rocket-league/profile/epic/Vecum/overview,Anbu Black Ops,N,,,Y,Vecim,steam,76561198419593415,,,
CompRL,S,https://ballchasing.com/player/steam/76561198077923200,https://rocketleague.tracker.network/rocket-league/profile/epic/CompRL/overview,Avengers,N,,,Y,comp7.,epic,ea7260a379e246b98287d68166cdf982,,,
ANPH (Paco),S,https://ballchasing.com/player/steam/76561198391810608,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198391810608/overview,Umbrella Academy,N,,,Y,,steam,76561198391810608,,,
Ms Mango,S,https://ballchasing.com/player/steam/76561198352842465,https://rocketleague.tracker.network/rocket-league/profile/epic/Ms%20Mango%20-_-/overview,Black Bulls,N,,,Y,*************,steam,76561198352842465,,,
TSabin.,S,https://ballchasing.com/player/epic/e812fff012344150bb101d37c1540cf2,https://rocketleague.tracker.network/rocket-league/profile/epic/TSabin./overview,Demon Slayer Corp,N,,,Y,TSabin.,epic,e812fff012344150bb101d37c1540cf2,,,
Shandy,S,https://ballchasing.com/player/steam/76561198311545894,https://rocketleague.tracker.network/rocket-league/profile/epic/Shandy./overview,Anbu Black Ops,N,,,Y,Shandy,steam,76561198311545894,,,
Maples,S,https://ballchasing.com/player/steam/76561198976624529,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198976624529/overview,Powerpuff Girls,N,,,Y,Maples,steam,76561198976624529,,,
xMoNsTeRMaRiO,S,https://ballchasing.com/player/steam/76561198987470037,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198987470037/overview,Anbu Black Ops,N,,,Y,,steam,76561198987470037,,,
Faith,S,https://ballchasing.com/player/steam/76561198451159908,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198451159908/overview,IJLSA,N,,,Y,Faith,steam,76561198451159908,,,
JCISK,S,https://ballchasing.com/player/steam/76561198805564731,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198805564731/overview,Black Bulls,N,,,Y,JCISK_,steam,76561198805564731,,,
othos,S,https://ballchasing.com/player/steam/76561198239409890,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198239409890/overview,Team Avatar,N,,,Y,Othos,steam,76561198239409890,,,
Fyshi,S,https://ballchasing.com/player/steam/76561199417435308,https://rocketleague.tracker.network/rocket-league/profile/epic/xFyshix/overview,IJLSA,N,,,Y,xFyshix,epic,4c64c39a2aab43359a76e2f4fe1d1a4e,,,
PxPaya,S,https://ballchasing.com/player/steam/76561199188600401,https://rocketleague.tracker.network/rocket-league/profile/epic/Pxpaya-/overview,Demon Slayer Corp,N,,,Y,,steam,76561199188600401,,,
JacobP334,S,https://ballchasing.com/player/steam/76561198965953717,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198965953717/overview,Demon Slayer Corp,N,,,Y,JacobP334,steam,76561198965953717,,,
Goose,S,https://ballchasing.com/player/epic/f59ba2e6bbfa4a29a166d81e74f75933,https://rocketleague.tracker.network/rocket-league/profile/epic/Goose%20%CE%9E/overview,Powerpuff Girls,N,,,Y,Goose,epic,f59ba2e6bbfa4a29a166d81e74f75933,,,
Bass,S,https://ballchasing.com/player/steam/76561198807499766,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198807499766/overview,Umbrella Academy,N,,,Y,,steam,76561198807499766,,,
Parker,S,https://ballchasing.com/player/steam/76561198078383743,https://rocketleague.tracker.network/rocket-league/profile/epic/Prkr-./overview,Team Avatar,N,,,Y,Parkdop.,steam,76561198422469487,,,
Cimino,S,https://ballchasing.com/player/steam/76561198807370284,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198807370284/overview,Powerpuff Girls,N,,,Y,Cimino,steam,76561198807370284,,,
Mac4726,S,https://ballchasing.com/player/steam/76561198285072969,https://rocketleague.tracker.network/rocket-league/profile/epic/BIG%20MACS%20Attack/overview,Team Avatar,N,,,Y,BIG MACS Attack,steam,76561198285072969,,,
kodoku,S,https://ballchasing.com/player/steam/76561198308600186,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198308600186/overview,Black Bulls,N,,,Y,kodoku! #IHYNLD,steam,76561198308600186,,,
FBISSsosa,S,https://ballchasing.com/player/epic/dd44fe17bae8474083000a457d44d588,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198364633693/overview,Umbrella Academy,N,,,Y,FBISSsosa,epic,dd44fe17bae8474083000a457d44d588,,,
Riot,S,https://ballchasing.com/player/steam/76561198094582481,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198094582481/overview,IJLSA,N,,,Y,Marcus (riot cant hit ball),steam,76561198094582481,,,
Ryanblok8,S,https://ballchasing.com/player/steam/76561199109101412,https://rocketleague.tracker.network/rocket-league/profile/epic/RyanZeBlock/overview,Avengers,N,,,Y,RyanZeBlock,epic,9483255c798c466cb6d5794a1cc9e8b2,,,
Mateo,S,https://ballchasing.com/player/steam/76561198347333727,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198347333727/overview,Avengers,N,,,Y,Mate0 M00n,steam,76561198347333727,,,
